"","group","Pig","Tissue","Day","Treatment","Genus","value","All","value2"
"12744","SRD129_P133_N_D21",133,"N","D21","BB","Lachnospiraceae_ge",0.00401002506265664,"D21_BB",0.0401002506265664
"12745","SRD129_P133_N_D28",133,"N","D28","BB","Lachnospiraceae_ge",0.001001001001001,"D28_BB",0.01001001001001
"12746","SRD129_P133_N_D3",133,"N","D3","BB","Lachnospiraceae_ge",0,"D3_BB",0
"12747","SRD129_P133_N_D36",133,"N","D36","BB","Lachnospiraceae_ge",0.00250125062531266,"D36_BB",0.0250125062531266
"12748","SRD129_P133_N_D42",133,"N","D42","BB","Lachnospiraceae_ge",0.00100704934541793,"D42_BB",0.0100704934541793
"12749","SRD129_P134_N_D0",134,"N","D0","BB","Lachnospiraceae_ge",0.00250375563345018,"D0_BB",0.0250375563345018
"12750","SRD129_P134_N_D1",134,"N","D1","BB","Lachnospiraceae_ge",0.00100050025012506,"D1_BB",0.011116669445834
"12751","SRD129_P134_N_D10",134,"N","D10","BB","Lachnospiraceae_ge",0.000500751126690035,"D10_BB",0.00500751126690035
"12752","SRD129_P134_N_D14",134,"N","D14","BB","Lachnospiraceae_ge",0.00100150225338007,"D14_BB",0.0100150225338007
"12753","SRD129_P134_N_D21",134,"N","D21","BB","Lachnospiraceae_ge",0.00301053687907677,"D21_BB",0.0301053687907677
"12754","SRD129_P134_N_D28",134,"N","D28","BB","Lachnospiraceae_ge",0,"D28_BB",0
"12755","SRD129_P134_N_D3",134,"N","D3","BB","Lachnospiraceae_ge",0.00350175087543772,"D3_BB",0.0389083430604191
"12756","SRD129_P134_N_D36",134,"N","D36","BB","Lachnospiraceae_ge",0.000500250125062531,"D36_BB",0.00500250125062531
"12757","SRD129_P134_N_D42",134,"N","D42","BB","Lachnospiraceae_ge",0,"D42_BB",0
"12758","SRD129_P135_N_D0",135,"N","D0","BB","Lachnospiraceae_ge",0,"D0_BB",0
"12759","SRD129_P135_N_D1",135,"N","D1","BB","Lachnospiraceae_ge",0,"D1_BB",0
"12760","SRD129_P135_N_D10",135,"N","D10","BB","Lachnospiraceae_ge",0,"D10_BB",0
"12761","SRD129_P135_N_D14",135,"N","D14","BB","Lachnospiraceae_ge",0.00150075037518759,"D14_BB",0.0150075037518759
"12762","SRD129_P135_N_D21",135,"N","D21","BB","Lachnospiraceae_ge",0.000500250125062531,"D21_BB",0.00500250125062531
"12763","SRD129_P135_N_D28",135,"N","D28","BB","Lachnospiraceae_ge",0.000500250125062531,"D28_BB",0.00500250125062531
"12764","SRD129_P135_N_D3",135,"N","D3","BB","Lachnospiraceae_ge",0.0015015015015015,"D3_BB",0.0166833500166834
"12765","SRD129_P135_N_D36",135,"N","D36","BB","Lachnospiraceae_ge",0.0025062656641604,"D36_BB",0.025062656641604
"12766","SRD129_P135_N_D42",135,"N","D42","BB","Lachnospiraceae_ge",0.00100200400801603,"D42_BB",0.0100200400801603
"12767","SRD129_P135_N_D7",135,"N","D7","BB","Lachnospiraceae_ge",5e-04,"D7_BB",0.00625
"12768","SRD129_P136_N_D0",136,"N","D0","BB","Lachnospiraceae_ge",0,"D0_BB",0
"12769","SRD129_P136_N_D1",136,"N","D1","BB","Lachnospiraceae_ge",0.000500250125062531,"D1_BB",0.00555833472291701
"12770","SRD129_P136_N_D10",136,"N","D10","BB","Lachnospiraceae_ge",0.00200100050025012,"D10_BB",0.0200100050025013
"12771","SRD129_P136_N_D14",136,"N","D14","BB","Lachnospiraceae_ge",0.000500250125062531,"D14_BB",0.00500250125062531
"12772","SRD129_P136_N_D21",136,"N","D21","BB","Lachnospiraceae_ge",0.00300450676014021,"D21_BB",0.0300450676014021
"12773","SRD129_P136_N_D28",136,"N","D28","BB","Lachnospiraceae_ge",0.000500751126690035,"D28_BB",0.00500751126690035
"12774","SRD129_P136_N_D3",136,"N","D3","BB","Lachnospiraceae_ge",0.00350877192982456,"D3_BB",0.0389863547758285
"12775","SRD129_P136_N_D36",136,"N","D36","BB","Lachnospiraceae_ge",0.000500751126690035,"D36_BB",0.00500751126690035
"12776","SRD129_P136_N_D42",136,"N","D42","BB","Lachnospiraceae_ge",0.00100200400801603,"D42_BB",0.0100200400801603
"12777","SRD129_P136_N_D7",136,"N","D7","BB","Lachnospiraceae_ge",0.00300450676014021,"D7_BB",0.0375563345017526
"12778","SRD129_P137_N_D0",137,"N","D0","BB","Lachnospiraceae_ge",0,"D0_BB",0
"12779","SRD129_P137_N_D1",137,"N","D1","BB","Lachnospiraceae_ge",0.000500250125062531,"D1_BB",0.00555833472291701
"12780","SRD129_P137_N_D10",137,"N","D10","BB","Lachnospiraceae_ge",0.001,"D10_BB",0.01
"12781","SRD129_P137_N_D14",137,"N","D14","BB","Lachnospiraceae_ge",0.00300150075037519,"D14_BB",0.0300150075037519
"12782","SRD129_P137_N_D21",137,"N","D21","BB","Lachnospiraceae_ge",0.000500751126690035,"D21_BB",0.00500751126690035
"12783","SRD129_P137_N_D28",137,"N","D28","BB","Lachnospiraceae_ge",0.00100050025012506,"D28_BB",0.0100050025012506
"12784","SRD129_P137_N_D3",137,"N","D3","BB","Lachnospiraceae_ge",0.000500250125062531,"D3_BB",0.00555833472291701
"12785","SRD129_P137_N_D36",137,"N","D36","BB","Lachnospiraceae_ge",0,"D36_BB",0
"12786","SRD129_P137_N_D42",137,"N","D42","BB","Lachnospiraceae_ge",0.00201511335012594,"D42_BB",0.0201511335012594
"12787","SRD129_P137_N_D7",137,"N","D7","BB","Lachnospiraceae_ge",0.000500250125062531,"D7_BB",0.00625312656328164
"12788","SRD129_P138_N_D0",138,"N","D0","BB","Lachnospiraceae_ge",0.001001001001001,"D0_BB",0.01001001001001
"12789","SRD129_P138_N_D1",138,"N","D1","BB","Lachnospiraceae_ge",0.0005005005005005,"D1_BB",0.00556111667222778
"12790","SRD129_P138_N_D10",138,"N","D10","BB","Lachnospiraceae_ge",5e-04,"D10_BB",0.005
"12791","SRD129_P138_N_D14",138,"N","D14","BB","Lachnospiraceae_ge",0,"D14_BB",0
"12792","SRD129_P138_N_D21",138,"N","D21","BB","Lachnospiraceae_ge",0.00200601805416249,"D21_BB",0.0200601805416249
"12793","SRD129_P138_N_D28",138,"N","D28","BB","Lachnospiraceae_ge",0,"D28_BB",0
"12794","SRD129_P138_N_D36",138,"N","D36","BB","Lachnospiraceae_ge",0.00300150075037519,"D36_BB",0.0300150075037519
"12795","SRD129_P138_N_D42",138,"N","D42","BB","Lachnospiraceae_ge",0.001001001001001,"D42_BB",0.01001001001001
"12796","SRD129_P138_N_D7",138,"N","D7","BB","Lachnospiraceae_ge",0.00151209677419355,"D7_BB",0.0189012096774194
"12797","SRD129_P139_N_D0",139,"N","D0","BB","Lachnospiraceae_ge",0.000500250125062531,"D0_BB",0.00500250125062531
"12798","SRD129_P139_N_D1",139,"N","D1","BB","Lachnospiraceae_ge",0.0005005005005005,"D1_BB",0.00556111667222778
"12799","SRD129_P139_N_D10",139,"N","D10","BB","Lachnospiraceae_ge",0,"D10_BB",0
"12800","SRD129_P139_N_D14",139,"N","D14","BB","Lachnospiraceae_ge",0.0035035035035035,"D14_BB",0.035035035035035
"12801","SRD129_P139_N_D21",139,"N","D21","BB","Lachnospiraceae_ge",0.00300450676014021,"D21_BB",0.0300450676014021
"12802","SRD129_P139_N_D28",139,"N","D28","BB","Lachnospiraceae_ge",0.001001001001001,"D28_BB",0.01001001001001
"12803","SRD129_P139_N_D3",139,"N","D3","BB","Lachnospiraceae_ge",0.0025,"D3_BB",0.0277777777777778
"12804","SRD129_P139_N_D36",139,"N","D36","BB","Lachnospiraceae_ge",0.000501002004008016,"D36_BB",0.00501002004008016
"12805","SRD129_P139_N_D42",139,"N","D42","BB","Lachnospiraceae_ge",0.000503271263210871,"D42_BB",0.00503271263210871
"12806","SRD129_P139_N_D7",139,"N","D7","BB","Lachnospiraceae_ge",5e-04,"D7_BB",0.00625
"12807","SRD129_P140_N_D0",140,"N","D0","BB","Lachnospiraceae_ge",0,"D0_BB",0
"12808","SRD129_P140_N_D1",140,"N","D1","BB","Lachnospiraceae_ge",0.000501002004008016,"D1_BB",0.0055666889334224
"12809","SRD129_P140_N_D10",140,"N","D10","BB","Lachnospiraceae_ge",0.00150075037518759,"D10_BB",0.0150075037518759
"12810","SRD129_P140_N_D14",140,"N","D14","BB","Lachnospiraceae_ge",0.002002002002002,"D14_BB",0.02002002002002
"12811","SRD129_P140_N_D21",140,"N","D21","BB","Lachnospiraceae_ge",0.00300902708124373,"D21_BB",0.0300902708124373
"12812","SRD129_P140_N_D28",140,"N","D28","BB","Lachnospiraceae_ge",0.0030060120240481,"D28_BB",0.030060120240481
"12813","SRD129_P140_N_D3",140,"N","D3","BB","Lachnospiraceae_ge",0.0005005005005005,"D3_BB",0.00556111667222778
"12814","SRD129_P140_N_D36",140,"N","D36","BB","Lachnospiraceae_ge",0.00100300902708124,"D36_BB",0.0100300902708124
"12815","SRD129_P140_N_D42",140,"N","D42","BB","Lachnospiraceae_ge",0.00202020202020202,"D42_BB",0.0202020202020202
"12816","SRD129_P140_N_D7",140,"N","D7","BB","Lachnospiraceae_ge",0.001,"D7_BB",0.0125
"12817","SRD129_P141_N_D0",141,"N","D0","BB","Lachnospiraceae_ge",0,"D0_BB",0
"12818","SRD129_P141_N_D1",141,"N","D1","BB","Lachnospiraceae_ge",0,"D1_BB",0
"12819","SRD129_P141_N_D10",141,"N","D10","BB","Lachnospiraceae_ge",0.0015,"D10_BB",0.015
"12820","SRD129_P141_N_D14",141,"N","D14","BB","Lachnospiraceae_ge",0.0015,"D14_BB",0.015
"12821","SRD129_P141_N_D21",141,"N","D21","BB","Lachnospiraceae_ge",0.00250752256770311,"D21_BB",0.0250752256770311
"12822","SRD129_P141_N_D28",141,"N","D28","BB","Lachnospiraceae_ge",0.00100050025012506,"D28_BB",0.0100050025012506
"12823","SRD129_P141_N_D3",141,"N","D3","BB","Lachnospiraceae_ge",0.00200100050025012,"D3_BB",0.0222333388916681
"12824","SRD129_P141_N_D36",141,"N","D36","BB","Lachnospiraceae_ge",0.00200601805416249,"D36_BB",0.0200601805416249
"12825","SRD129_P141_N_D42",141,"N","D42","BB","Lachnospiraceae_ge",0.00352467270896274,"D42_BB",0.0352467270896274
"12826","SRD129_P141_N_D7",141,"N","D7","BB","Lachnospiraceae_ge",0.00150300601202405,"D7_BB",0.0187875751503006
"12827","SRD129_P162_N_D0",162,"N","D0","Control","Lachnospiraceae_ge",0.002,"D0_Control",0.02
"12828","SRD129_P162_N_D1",162,"N","D1","Control","Lachnospiraceae_ge",0.001,"D1_Control",0.01
"12829","SRD129_P162_N_D10",162,"N","D10","Control","Lachnospiraceae_ge",0.000500250125062531,"D10_Control",0.00500250125062531
"12830","SRD129_P162_N_D14",162,"N","D14","Control","Lachnospiraceae_ge",0.004004004004004,"D14_Control",0.04004004004004
"12831","SRD129_P162_N_D21",162,"N","D21","Control","Lachnospiraceae_ge",0.00050125313283208,"D21_Control",0.0050125313283208
"12832","SRD129_P162_N_D28",162,"N","D28","Control","Lachnospiraceae_ge",0.0005005005005005,"D28_Control",0.0125125125125125
"12833","SRD129_P162_N_D3",162,"N","D3","Control","Lachnospiraceae_ge",0.00100150225338007,"D3_Control",0.0100150225338007
"12834","SRD129_P162_N_D36",162,"N","D36","Control","Lachnospiraceae_ge",0.00100401606425703,"D36_Control",0.0100401606425703
"12835","SRD129_P162_N_D42",162,"N","D42","Control","Lachnospiraceae_ge",0.000500751126690035,"D42_Control",0.00500751126690035
"12836","SRD129_P162_N_D7",162,"N","D7","Control","Lachnospiraceae_ge",0.00150075037518759,"D7_Control",0.0150075037518759
"12837","SRD129_P163_N_D0",163,"N","D0","Control","Lachnospiraceae_ge",0.0100603621730382,"D0_Control",0.100603621730382
"12838","SRD129_P163_N_D1",163,"N","D1","Control","Lachnospiraceae_ge",0.0030060120240481,"D1_Control",0.030060120240481
"12839","SRD129_P163_N_D10",163,"N","D10","Control","Lachnospiraceae_ge",0.000500751126690035,"D10_Control",0.00500751126690035
"12840","SRD129_P163_N_D14",163,"N","D14","Control","Lachnospiraceae_ge",0.00250375563345018,"D14_Control",0.0250375563345018
"12841","SRD129_P163_N_D21",163,"N","D21","Control","Lachnospiraceae_ge",0.00200300450676014,"D21_Control",0.0200300450676014
"12842","SRD129_P163_N_D3",163,"N","D3","Control","Lachnospiraceae_ge",0.00200300450676014,"D3_Control",0.0200300450676014
"12843","SRD129_P163_N_D36",163,"N","D36","Control","Lachnospiraceae_ge",0.000500751126690035,"D36_Control",0.00500751126690035
"12844","SRD129_P163_N_D42",163,"N","D42","Control","Lachnospiraceae_ge",0.0005005005005005,"D42_Control",0.005005005005005
"12845","SRD129_P163_N_D7",163,"N","D7","Control","Lachnospiraceae_ge",0,"D7_Control",0
"12846","SRD129_P164_N_D0",164,"N","D0","Control","Lachnospiraceae_ge",0.00250125062531266,"D0_Control",0.0250125062531266
"12847","SRD129_P164_N_D1",164,"N","D1","Control","Lachnospiraceae_ge",0.000500250125062531,"D1_Control",0.00500250125062531
"12848","SRD129_P164_N_D10",164,"N","D10","Control","Lachnospiraceae_ge",0,"D10_Control",0
"12849","SRD129_P164_N_D14",164,"N","D14","Control","Lachnospiraceae_ge",0.00250125062531266,"D14_Control",0.0250125062531266
"12850","SRD129_P164_N_D21",164,"N","D21","Control","Lachnospiraceae_ge",0.00100050025012506,"D21_Control",0.0100050025012506
"12851","SRD129_P164_N_D3",164,"N","D3","Control","Lachnospiraceae_ge",0.00150075037518759,"D3_Control",0.0150075037518759
"12852","SRD129_P164_N_D36",164,"N","D36","Control","Lachnospiraceae_ge",0,"D36_Control",0
"12853","SRD129_P164_N_D42",164,"N","D42","Control","Lachnospiraceae_ge",0,"D42_Control",0
"12854","SRD129_P164_N_D7",164,"N","D7","Control","Lachnospiraceae_ge",0,"D7_Control",0
"12855","SRD129_P165_N_D0",165,"N","D0","Control","Lachnospiraceae_ge",0.00250878073256397,"D0_Control",0.0250878073256397
"12856","SRD129_P165_N_D1",165,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12857","SRD129_P165_N_D10",165,"N","D10","Control","Lachnospiraceae_ge",0,"D10_Control",0
"12858","SRD129_P165_N_D14",165,"N","D14","Control","Lachnospiraceae_ge",0.00150075037518759,"D14_Control",0.0150075037518759
"12859","SRD129_P165_N_D21",165,"N","D21","Control","Lachnospiraceae_ge",0.00100050025012506,"D21_Control",0.0100050025012506
"12860","SRD129_P165_N_D3",165,"N","D3","Control","Lachnospiraceae_ge",0,"D3_Control",0
"12861","SRD129_P165_N_D36",165,"N","D36","Control","Lachnospiraceae_ge",0,"D36_Control",0
"12862","SRD129_P165_N_D42",165,"N","D42","Control","Lachnospiraceae_ge",0.000500751126690035,"D42_Control",0.00500751126690035
"12863","SRD129_P165_N_D7",165,"N","D7","Control","Lachnospiraceae_ge",5e-04,"D7_Control",0.005
"12864","SRD129_P166_N_D0",166,"N","D0","Control","Lachnospiraceae_ge",0.000501002004008016,"D0_Control",0.00501002004008016
"12865","SRD129_P166_N_D1",166,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12866","SRD129_P166_N_D10",166,"N","D10","Control","Lachnospiraceae_ge",0,"D10_Control",0
"12867","SRD129_P166_N_D14",166,"N","D14","Control","Lachnospiraceae_ge",0.002002002002002,"D14_Control",0.02002002002002
"12868","SRD129_P166_N_D21",166,"N","D21","Control","Lachnospiraceae_ge",0.0015,"D21_Control",0.015
"12869","SRD129_P166_N_D3",166,"N","D3","Control","Lachnospiraceae_ge",5e-04,"D3_Control",0.005
"12870","SRD129_P166_N_D36",166,"N","D36","Control","Lachnospiraceae_ge",0.0005005005005005,"D36_Control",0.005005005005005
"12871","SRD129_P166_N_D42",166,"N","D42","Control","Lachnospiraceae_ge",0,"D42_Control",0
"12872","SRD129_P166_N_D7",166,"N","D7","Control","Lachnospiraceae_ge",0.001001001001001,"D7_Control",0.01001001001001
"12873","SRD129_P167_N_D0",167,"N","D0","Control","Lachnospiraceae_ge",0.0015,"D0_Control",0.015
"12874","SRD129_P167_N_D1",167,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12875","SRD129_P167_N_D10",167,"N","D10","Control","Lachnospiraceae_ge",5e-04,"D10_Control",0.005
"12876","SRD129_P167_N_D14",167,"N","D14","Control","Lachnospiraceae_ge",0.00250752256770311,"D14_Control",0.0250752256770311
"12877","SRD129_P167_N_D21",167,"N","D21","Control","Lachnospiraceae_ge",0.00300150075037519,"D21_Control",0.0300150075037519
"12878","SRD129_P167_N_D3",167,"N","D3","Control","Lachnospiraceae_ge",0,"D3_Control",0
"12879","SRD129_P167_N_D36",167,"N","D36","Control","Lachnospiraceae_ge",0,"D36_Control",0
"12880","SRD129_P167_N_D42",167,"N","D42","Control","Lachnospiraceae_ge",0.001,"D42_Control",0.01
"12881","SRD129_P167_N_D7",167,"N","D7","Control","Lachnospiraceae_ge",0.00100050025012506,"D7_Control",0.0100050025012506
"12882","SRD129_P168_N_D0",168,"N","D0","Control","Lachnospiraceae_ge",0.00452034153691612,"D0_Control",0.0452034153691612
"12883","SRD129_P168_N_D1",168,"N","D1","Control","Lachnospiraceae_ge",0.00200501253132832,"D1_Control",0.0200501253132832
"12884","SRD129_P168_N_D10",168,"N","D10","Control","Lachnospiraceae_ge",0.0015015015015015,"D10_Control",0.015015015015015
"12885","SRD129_P168_N_D14",168,"N","D14","Control","Lachnospiraceae_ge",0.0045045045045045,"D14_Control",0.045045045045045
"12886","SRD129_P168_N_D21",168,"N","D21","Control","Lachnospiraceae_ge",0.00450901803607214,"D21_Control",0.0450901803607214
"12887","SRD129_P168_N_D3",168,"N","D3","Control","Lachnospiraceae_ge",0.00100050025012506,"D3_Control",0.0100050025012506
"12888","SRD129_P168_N_D36",168,"N","D36","Control","Lachnospiraceae_ge",0.00150526843953838,"D36_Control",0.0150526843953838
"12889","SRD129_P168_N_D42",168,"N","D42","Control","Lachnospiraceae_ge",0.000502765208647562,"D42_Control",0.00502765208647562
"12890","SRD129_P168_N_D7",168,"N","D7","Control","Lachnospiraceae_ge",0,"D7_Control",0
"12891","SRD129_P169_N_D0",169,"N","D0","Control","Lachnospiraceae_ge",0,"D0_Control",0
"12892","SRD129_P169_N_D1",169,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12893","SRD129_P169_N_D10",169,"N","D10","Control","Lachnospiraceae_ge",0.00100050025012506,"D10_Control",0.0100050025012506
"12894","SRD129_P169_N_D14",169,"N","D14","Control","Lachnospiraceae_ge",5e-04,"D14_Control",0.005
"12895","SRD129_P169_N_D21",169,"N","D21","Control","Lachnospiraceae_ge",0.00100150225338007,"D21_Control",0.0100150225338007
"12896","SRD129_P169_N_D28",169,"N","D28","Control","Lachnospiraceae_ge",0.00100150225338007,"D28_Control",0.0250375563345017
"12897","SRD129_P169_N_D3",169,"N","D3","Control","Lachnospiraceae_ge",0.001,"D3_Control",0.01
"12898","SRD129_P169_N_D36",169,"N","D36","Control","Lachnospiraceae_ge",0,"D36_Control",0
"12899","SRD129_P169_N_D42",169,"N","D42","Control","Lachnospiraceae_ge",0,"D42_Control",0
"12900","SRD129_P169_N_D7",169,"N","D7","Control","Lachnospiraceae_ge",0,"D7_Control",0
"12901","SRD129_P170_N_D0",170,"N","D0","Control","Lachnospiraceae_ge",0.000500250125062531,"D0_Control",0.00500250125062531
"12902","SRD129_P170_N_D1",170,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12903","SRD129_P170_N_D10",170,"N","D10","Control","Lachnospiraceae_ge",5e-04,"D10_Control",0.005
"12904","SRD129_P170_N_D14",170,"N","D14","Control","Lachnospiraceae_ge",0.00300450676014021,"D14_Control",0.0300450676014021
"12905","SRD129_P170_N_D21",170,"N","D21","Control","Lachnospiraceae_ge",0.000500250125062531,"D21_Control",0.00500250125062531
"12906","SRD129_P170_N_D28",170,"N","D28","Control","Lachnospiraceae_ge",0.0015015015015015,"D28_Control",0.0375375375375375
"12907","SRD129_P170_N_D3",170,"N","D3","Control","Lachnospiraceae_ge",0.00150225338007011,"D3_Control",0.0150225338007011
"12908","SRD129_P170_N_D36",170,"N","D36","Control","Lachnospiraceae_ge",0,"D36_Control",0
"12909","SRD129_P170_N_D42",170,"N","D42","Control","Lachnospiraceae_ge",0.00200601805416249,"D42_Control",0.0200601805416249
"12910","SRD129_P170_N_D7",170,"N","D7","Control","Lachnospiraceae_ge",0.0015015015015015,"D7_Control",0.015015015015015
"12911","SRD129_P171_N_D0",171,"N","D0","Control","Lachnospiraceae_ge",0,"D0_Control",0
"12912","SRD129_P171_N_D1",171,"N","D1","Control","Lachnospiraceae_ge",0,"D1_Control",0
"12913","SRD129_P171_N_D10",171,"N","D10","Control","Lachnospiraceae_ge",0.000500250125062531,"D10_Control",0.00500250125062531
"12914","SRD129_P171_N_D14",171,"N","D14","Control","Lachnospiraceae_ge",0.00601202404809619,"D14_Control",0.0601202404809619
"12915","SRD129_P171_N_D21",171,"N","D21","Control","Lachnospiraceae_ge",0.003003003003003,"D21_Control",0.03003003003003
"12916","SRD129_P171_N_D28",171,"N","D28","Control","Lachnospiraceae_ge",0.000500751126690035,"D28_Control",0.0125187781672509
"12917","SRD129_P171_N_D3",171,"N","D3","Control","Lachnospiraceae_ge",0.00200100050025012,"D3_Control",0.0200100050025013
"12918","SRD129_P171_N_D36",171,"N","D36","Control","Lachnospiraceae_ge",0.00100300902708124,"D36_Control",0.0100300902708124
"12919","SRD129_P171_N_D42",171,"N","D42","Control","Lachnospiraceae_ge",0,"D42_Control",0
"12920","SRD129_P171_N_D7",171,"N","D7","Control","Lachnospiraceae_ge",0,"D7_Control",0
"12921","SRD129_P132_N_D0",132,"N","D0","BB","Rikenellaceae_RC9_gut_group",0.001,"D0_BB",0.01
"12922","SRD129_P132_N_D10",132,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"12923","SRD129_P132_N_D14",132,"N","D14","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D14_BB",0.00500250125062531
"12924","SRD129_P132_N_D21",132,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00150225338007011,"D21_BB",0.0150225338007011
"12925","SRD129_P132_N_D28",132,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00300450676014021,"D28_BB",0.0300450676014021
"12926","SRD129_P132_N_D3",132,"N","D3","BB","Rikenellaceae_RC9_gut_group",0.00100050025012506,"D3_BB",0.011116669445834
"12927","SRD129_P132_N_D36",132,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.0015015015015015,"D36_BB",0.015015015015015
"12928","SRD129_P132_N_D42",132,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.00301053687907677,"D42_BB",0.0301053687907677
"12929","SRD129_P132_N_D7",132,"N","D7","BB","Rikenellaceae_RC9_gut_group",0,"D7_BB",0
"12930","SRD129_P133_N_D0",133,"N","D0","BB","Rikenellaceae_RC9_gut_group",0.00550550550550551,"D0_BB",0.0550550550550551
"12931","SRD129_P133_N_D1",133,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12932","SRD129_P133_N_D10",133,"N","D10","BB","Rikenellaceae_RC9_gut_group",0.00200601805416249,"D10_BB",0.0200601805416249
"12933","SRD129_P133_N_D14",133,"N","D14","BB","Rikenellaceae_RC9_gut_group",0,"D14_BB",0
"12934","SRD129_P133_N_D21",133,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00200501253132832,"D21_BB",0.0200501253132832
"12935","SRD129_P133_N_D28",133,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.004004004004004,"D28_BB",0.04004004004004
"12936","SRD129_P133_N_D3",133,"N","D3","BB","Rikenellaceae_RC9_gut_group",0,"D3_BB",0
"12937","SRD129_P133_N_D36",133,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D36_BB",0.00500250125062531
"12938","SRD129_P133_N_D42",133,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.00352467270896274,"D42_BB",0.0352467270896274
"12939","SRD129_P134_N_D0",134,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"12940","SRD129_P134_N_D1",134,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12941","SRD129_P134_N_D10",134,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"12942","SRD129_P134_N_D14",134,"N","D14","BB","Rikenellaceae_RC9_gut_group",0,"D14_BB",0
"12943","SRD129_P134_N_D21",134,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00301053687907677,"D21_BB",0.0301053687907677
"12944","SRD129_P134_N_D28",134,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00350175087543772,"D28_BB",0.0350175087543772
"12945","SRD129_P134_N_D3",134,"N","D3","BB","Rikenellaceae_RC9_gut_group",0,"D3_BB",0
"12946","SRD129_P134_N_D36",134,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00150075037518759,"D36_BB",0.0150075037518759
"12947","SRD129_P134_N_D42",134,"N","D42","BB","Rikenellaceae_RC9_gut_group",0,"D42_BB",0
"12948","SRD129_P135_N_D0",135,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"12949","SRD129_P135_N_D1",135,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12950","SRD129_P135_N_D10",135,"N","D10","BB","Rikenellaceae_RC9_gut_group",0.00100150225338007,"D10_BB",0.0100150225338007
"12951","SRD129_P135_N_D14",135,"N","D14","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D14_BB",0.00500250125062531
"12952","SRD129_P135_N_D21",135,"N","D21","BB","Rikenellaceae_RC9_gut_group",0,"D21_BB",0
"12953","SRD129_P135_N_D28",135,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00450225112556278,"D28_BB",0.0450225112556278
"12954","SRD129_P135_N_D3",135,"N","D3","BB","Rikenellaceae_RC9_gut_group",0.0005005005005005,"D3_BB",0.00556111667222778
"12955","SRD129_P135_N_D36",135,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00100250626566416,"D36_BB",0.0100250626566416
"12956","SRD129_P135_N_D42",135,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.00100200400801603,"D42_BB",0.0100200400801603
"12957","SRD129_P135_N_D7",135,"N","D7","BB","Rikenellaceae_RC9_gut_group",5e-04,"D7_BB",0.00625
"12958","SRD129_P136_N_D0",136,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"12959","SRD129_P136_N_D1",136,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12960","SRD129_P136_N_D10",136,"N","D10","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D10_BB",0.00500250125062531
"12961","SRD129_P136_N_D14",136,"N","D14","BB","Rikenellaceae_RC9_gut_group",0,"D14_BB",0
"12962","SRD129_P136_N_D21",136,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00350525788683025,"D21_BB",0.0350525788683025
"12963","SRD129_P136_N_D28",136,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00300450676014021,"D28_BB",0.0300450676014021
"12964","SRD129_P136_N_D3",136,"N","D3","BB","Rikenellaceae_RC9_gut_group",0.00100250626566416,"D3_BB",0.0111389585073796
"12965","SRD129_P136_N_D36",136,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00200300450676014,"D36_BB",0.0200300450676014
"12966","SRD129_P136_N_D42",136,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.00601202404809619,"D42_BB",0.0601202404809619
